Title: VI719805148469395457
[01:23:35] 要不就过程中的检索
[01:23:36] 我觉得也是有价值的
[01:23:38] 就是在你输入过程中
[01:23:39] 往往提到的三个
[01:23:40] 或者当时我
[01:23:43] 我们有这么一个文件
[01:23:44] 对吧
[01:23:44] 我在我可以有一个全局的文件
[01:23:46] 事实上文件截图或者信息的
[01:23:49] 嗯
[01:23:49] 一个粘贴的模块
[01:23:50] 嗯
[01:23:51] 我觉得对他的说也效率很高
[01:23:53] 嗯
[01:23:53] 他不需要去翻找
[01:23:54] 去做搜索
[01:23:55] 嗯
[01:23:56] 啊
[01:24:01] 是
[01:24:02] 人就是我现在用的路西
[01:24:03] 我现在用我们的欧本科
[01:24:05] 然后把我所有的
[01:24:06] 最漂亮信息都放在这里
[01:24:07] 对
[01:24:08] 用起来就很爽
[01:24:09] 对这个点当然
[01:24:10] 但是大部分人是用不起来的
[01:24:12] 对
[01:24:13] 因为他们不知道怎么去肯定
[01:24:14] 加造各种各样的东西
[01:24:15] 对对对
[01:24:15] 他们不知道怎样去
[01:24:17] 嗯
[01:24:18] 去去去帮欧本科去做这些记忆
[01:24:20] 对
[01:24:21] 就大部分是用不起来的
[01:24:22] 对
[01:24:22] 那我们希望的
[01:24:23] 那那那这个就是我们想要去
[01:24:25] 是
[01:24:25] fix的给吧
[01:24:26] 嗯
[01:24:27] 而且我觉得先把 ai
[01:24:28] 我觉得 memory 这个东西
[01:24:30] 我觉得其实很难
[01:24:31] 你把 memory 这东西做好之后
[01:24:33] 然后你就说我帮你把 memory 做的很好
[01:24:35] 然后你后面稍微不做
[01:24:37] 我觉得这个其实很难
[01:24:38] 因为这个人你自己自己要买的
[01:24:40] 我觉得应该还是把那个 ai 助手先做好之后
[01:24:43] 然后啊
[01:24:46] 我现在我我现在卖一个
[01:24:49] 的 ai 助手
[01:24:50] 谢谢
[01:24:51] 谢谢
[01:24:52] 我现在相对
[01:24:55] 我的欧本科就是我的
[01:24:57] 其实就是主动意图的获取
[01:24:59] 是主动意图的获取
[01:25:00] 就是当你记录
[01:25:01] 当你去推出完的一些东西
[01:25:03] 跟推进器是一样
[01:25:04] 有会议有健身
[01:25:06] 他对会议健身感兴趣
[01:25:08] 嗯
[01:25:09] 是
[01:25:11] 就是它有更大的机也好
[01:25:14] 也好
[01:25:14] 反馈
[01:25:14] 其实现在就后面把儿童
[01:25:18] 那你会记录什么
[01:25:20] 他其实反而会主动去开启
[01:25:23] 这些东西
[01:25:24] 能拍摄这些东西
[01:25:25] 这些东西都是你老说的
[01:25:28] 其实现在其实现在其实现在我现在觉得
[01:25:31] 我的我的我我现在欧宫克劳加上我这些东西
[01:25:33] 我就把它称之为Lucy
[01:25:34] 已经是一个很好的MP了
[01:25:36] 然后我觉得他已经能够给我带足达的价值了
[01:25:39] 其实现在要的dress the gap
[01:25:41] 就是怎样能够让大家能够体会到一样的价值
[01:25:45] 这就是产品上去做的一个事
[01:25:48] 目前其实我们这方面的user journey是有没有
[01:25:51] 就是我们希望就是这个产品能够
[01:25:54] 让大家在10分钟以内
[01:25:56] 能够马上体会
[01:25:57] 我用了两三个月的欧宫克劳能体会到这样的价值
[01:26:03] 我现在尝试的就是我的欧宫克劳
[01:26:05] 接了我的
[01:26:06] 接了我的meeting
[01:26:08] 就是fenton
[01:26:09] fenton是一个专门录会议的一个工具
[01:26:11] 然后接了我的email
[01:26:12] 接了我的hop spot
[01:26:13] 接了我的notion
[01:26:15] 接了我google
[01:26:16] google drive
[01:26:17] 各种各样的什么东西都接了
[01:26:19] 接完之后一般最大的场景
[01:26:23] 第一个就是我会说我每次看我会都会让他发一个follow up email
[01:26:28] 通常发follow up email的时候
[01:26:29] 我会让他就是聚集我们之前的开会
[01:26:32] 然后他其实很聪明的会从我其他的email里面找到
[01:26:38] 相关人
[01:26:38] 然后他就自己帮我放进去的
[01:26:39] 其实很好
[01:26:41] 然后而且我会让他说
[01:26:43] 帮我
[01:26:43] google drive里面找到相关的这个sell stack
[01:26:46] 帮我一起
[01:26:46] 帮我一起附进去
[01:26:48] 他也会附进去
[01:26:49] 所以发应了这个是我现在最常用的一个场景
[01:26:52] 然后其他场景的话
[01:26:53] 就是比如说我接了
[01:26:55] 比如说我跟大家去写PRD
[01:26:57] 现在都是AI写PRD
[01:26:59] 然后然后然后也帮我写PRD
[01:27:01] 然后我跟AI一起合作把这个文档写好
[01:27:05] 然后还有一些比如说什么在post hall里面去
[01:27:08] 那我其实就是他如果能够帮你写的好
[01:27:12] 嗯
[01:27:13] 你在输入的时候
[01:27:14] 这些粘贴会是更好的结果
[01:27:15] 后面是这样的
[01:27:17] 我觉得后面就是当我们做到就会是这样的
[01:27:20] 其实你看难难度就在于就输入之前
[01:27:23] 输入中和输入之后
[01:27:25] 都整理其实越往后越简单
[01:27:27] 越往前越难嘛
[01:27:29] 嗯
[01:27:29] 就核心的点就是他一度表达有多明确
[01:27:31] 很对这个人有个性化有多了解
[01:27:33] 对啊
[01:27:35] 如果我们后面如果是
[01:27:36] 那你想如果我们最后一个场景做吧
[01:27:38] 他已经写完了
[01:27:39] 对你都给他纠错不了
[01:27:41] 他里面可能他遗忘的信息
[01:27:43] 或者他需要的分片的话
[01:27:45] 就前面第一股就更难做了
[01:27:47] 对
[01:27:47] 我都肯定这种觉得是不对的
[01:27:49] 就后面的但后面的场景就是嗯
[01:27:52] 他可能更能想象到或者他更感知到有一个提升的点
[01:27:57] 嗯
[01:27:58] 所以就是可能我们想要后面这个点
[01:28:01] 然后对前面那个点达成是有关注
[01:28:04] 我是这么觉得
[01:28:06] 嗯
[01:28:07] 要不然上来家只有一个邮件标题
[01:28:10] 是真的只能走大模型那个
[01:28:13] 不提货写我就
[01:28:16] 不是不是
[01:28:17] 就是用所有之前录屏
[01:28:20] 然后再给他提东西
[01:28:24] 也可以啊
[01:28:24] 我们第一个场景我们可以去做这个场面试验
[01:28:27] 啊
[01:28:28] 但那个其实就是到底准和不准的
[01:28:32] 可能性吗
[01:28:33] 啊
[01:28:44] 你觉得我刚刚我刚说的那个场景啊
[01:28:46] 你觉得我刚刚那个那个场景
[01:28:48] 就那个人就是现在说我的我不快了
[01:28:50] 连着我个人刚才个个人号的随便信息
[01:28:53] 嗯
[01:28:54] 我想我现在就希望能够让用户
[01:28:57] 能够非常快的给到
[01:28:59] 我们做这产品的价值
[01:29:00] 嗯
[01:29:00] 那这个鱼子这里你觉得我们现在这个鱼子这里做什么样
[01:29:05] 要传达这个
[01:29:06] 但我现在没传达出来
[01:29:07] 嗯
[01:29:08] 对
[01:29:12] 哪怕我们客户是对吧
[01:29:13] 就不让我们不用你去连接
[01:29:16] 就是通过一个自动的录屏
[01:29:18] 嗯
[01:29:19] 啊
[01:29:20] 已有设备
[01:29:20] 嗯
[01:29:21] 不用去解决所有东西
[01:29:24] 配置的问题
[01:29:25] 嗯
[01:29:25] 那这个就可以
[01:29:26] 嗯
[01:29:26] 啊
[01:29:27] 不用描述实际要自录的规则
[01:29:29] 不用去呃
[01:29:31] 拉什么机器人不用去录的会议
[01:29:32] 但自动就把各个平台录起来
[01:29:34] 嗯
[01:29:34] 嗯
[01:29:34] 嗯
[01:29:35] 呃
[01:29:35] 呃
[01:29:35] 呃
[01:29:35] 嗯
[01:29:36] 嗯
[01:29:36] 嗯
[01:29:39] 然后呈现方式可以说放到邮件可以放到那个视频里面
[01:29:42] 哦
[01:29:43] 那可能就打模一两个功能
[01:29:49] 关注就开通了人群
[01:29:50] 就比如他如果是销售
[01:29:51] 销售的话
[01:29:52] 我觉得其实可以做证明我们就是邮件的跟进回复我们
[01:29:56] 我们可以在邮件的更新回复上
[01:30:00] 你去做好这些事情
[01:30:02] 因为他这个问题可能就在线下拜访
[01:30:04] 和各种会议讨论里面
[01:30:05] 其实我们能够去
[01:30:07] context相对集中
[01:30:09] 然后根据时间线
[01:30:10] 我们能够整理出来他这一段环境
[01:30:12] 当他有这个平衡回复场景
[01:30:13] 大概率拿到这个回复场景
[01:30:15] 一下子就能够拿这个
[01:30:18] 别人发过来的一个询问邮件
[01:30:20] 去做一个输入
[01:30:21] 直接去给他一个很好
[01:30:22] 很高质量的回答
[01:30:23] 是细效也快
[01:30:25] 这是一种场景
[01:30:26] 第二种环境我觉得可以是作为
[01:30:28] 就是pn那种资料整理和写文档的
[01:30:32] 帮你做输出式研究室的人群
[01:30:34] 那研究室的人群其实可以
[01:30:36] 他其实也是有跨各个平台的网页浏览
[01:30:40] 各种聊天
[01:30:41] 访谈和各种东西
[01:30:43] 他其实是受到大量的
[01:30:44] complex的整理
[01:30:46] 那可能他再去写文档
[01:30:48] 写一个exception
[01:30:49] exception
[01:30:50] 这个结构他脑子里是有的
[01:30:52] 你看在每个section里面
[01:30:54] 这个东西其实可以做很好的进步
[01:30:56] 就实现你要输入前的
[01:30:58] 一个结构
[01:30:58] 实现你要输入前的一个结构
[01:30:58] 这些东西
[01:31:01] 其实其他人不同不一样
[01:31:03] 这一天到今天聊了啥
[01:31:04] 妈妈老板什么的
[01:31:06] 这些东西
[01:31:07] 后面可能能做出来
[01:31:09] 但是可能这些人群可能出医院
[01:31:12] 我觉得肖炳强你也要找一个写
[01:31:13] 就是痛点足够强
[01:31:15] 然后有明确ROI
[01:31:17] 就明确ROI真的就是
[01:31:20] 我甭管你这个产品
[01:31:22] 这个效果做得好不好
[01:31:23] 你只要说到
[01:31:25] 你能做到
[01:31:26] 你只要能做到你说到
[01:31:28] 你说到的
[01:31:30] 对
[01:31:30] 我就会
[01:31:30] 想买
[01:31:31] 就比如说那个whisperflow
[01:31:32] 或者那种什么type plus
[01:31:34] 对
[01:31:34] 它就是做语音转录
[01:31:36] 我甭管你语音转录
[01:31:38] 这个准序行模
[01:31:39] 你只要说你做得够高
[01:31:41] 那我一想就是我要快10分钟去讲一个
[01:31:44] 我然后和我自己写
[01:31:46] 那这ROI就是非常明确
[01:31:48] 这种就是要找一个效率上就是这ROI非常明确
[01:31:51] 对
[01:31:52] 我觉得其实对
[01:31:53] 我觉得其实如果做具体效率的话也不用那么复杂
[01:31:56] 就是其实我们会一直反听起来
[01:31:58] 就是要全年入股
[01:31:59] 可能之间
[01:32:00] 任何各种窗口
[01:32:01] 其实就可以定义成几类人群
[01:32:04] 它到底主要打开的窗口就是好几个会议软件
[01:32:07] 加一两个工作软件的标准
[01:32:10] 它就是个方便
[01:32:11] 就是个组合
[01:32:12] 所以我们另外一个可能也也加这个
[01:32:15] 加一些
[01:32:17] 加的放它
[01:32:18] 就是那种
[01:32:19] 那么有一些人可能他可能专业软件或者大量的合理文件处理
[01:32:28] 那这个可能是有的
[01:32:29] 我把这些东西去往内传
[01:32:33] 推这种三个
[01:32:33] 效率套餐什么对你解决犯规
[01:32:36] 对你的输入处理都好
[01:32:38] 还有一些人就又网页又会议又什么乱七八糟
[01:32:42] 这些人的生活大概也是重要
[01:32:44] 我们现在就是想想弄的是不是先复归在会议上面
[01:32:51] 会前会中随后
[01:32:54] 那就是可以进一步定义清楚
[01:32:58] 就比如你刚刚说的话
[01:32:59] 包括我们公司跨度我们会议软件
[01:33:02] 对
[01:33:03] 可能这些会议软件运质不是很那个啥
[01:33:06] 我然后我认为场景很高
[01:33:10] 就是因为你如果能够尽量去联系线上线下我们
[01:33:14] 方向的场景
[01:33:16] 就可以更多的联系
[01:33:17] 对就比如有一些比如三个方向
[01:33:20] 那可能有的是线上有的是线下
[01:33:22] 然后这种东西我就是很关键的场景
[01:33:25] 对
[01:33:25] 那就是我我还有这种对对对
[01:33:31] 其他其他这种对对对
[01:33:33] 只有这种东西才能够就是有个陈述效果
[01:33:35] 嗯
[01:33:36] 也没有什么真正他能够体验体验到哦
[01:33:40] 所有康乃斯与医生的这种爆炸效果
[01:33:42] 嗯
[01:33:43] 如果他的访谈一直就是集中在zoom的
[01:33:47] 链上访谈
[01:33:48] 那他真的
[01:33:50] 他可能就不买这个东西了
[01:33:52] 对对对
[01:33:54] 他是要花钱的
[01:33:55] 他就要非常有那种习惯的
[01:33:57] 对
[01:33:58] 像我们我像我们那个我说了
[01:33:59] 好像真的就是他把我所有的可能都知道
[01:34:02] 对你足够随手最后最后那个还我觉得还重要
[01:34:05] 对要不就是你研究神的
[01:34:08] 我们就乱说了
[01:34:09] 你那对这并说了
[01:34:16] 那你觉得
[01:34:17] 从现在产品这个逻辑上
[01:34:19] 比如说我们就onboarding啊什么的
[01:34:21] 或者这个页面你觉得做的怎么样
[01:34:23] 没问题
[01:34:29] 因为就是跨跨平台这个东西
[01:34:35] 我觉得始终让用户变到挺难的
[01:34:37] 因为跨平台的前提是用户愿意变现的这些
[01:34:41] 对
[01:34:41] 他就始终这里看你还要让他实现跨平台这种行为
[01:34:44] 就让他connect
[01:34:45] 你还要让他先把一堆新保养你connect了
[01:34:48] 你以后你任何不认识的就帮他看你了
[01:34:51] 然后然后现在
[01:34:53] 会议确实就是纯会议
[01:34:55] 说实话
[01:34:56] 我觉得也看不出mary这个东西
[01:34:58] 所以之前自己随便搭了一边
[01:35:01] 就是想说他可能是这边是不同的一些活动类型
[01:35:08] 说他有有点好像是但是我是为了去帮助
[01:35:11] 不能露出比如说
[01:35:12] 对项目做了哪些行为
[01:35:15] 对项目做了哪些行为
[01:35:16] 这个是项目
[01:35:18] 然后可能你跟你不同的人紧张
[01:35:20] 就是你跟这个anx
[01:35:22] 然后可能同时也会有一个问题
[01:35:23] 然后可能你跟你不同的人紧张
[01:35:23] 就是有几个项目
[01:35:25] 不是我觉得这个挺好的
[01:35:26] 就是我现在比较
[01:35:29] 比如说有疑问的就是mary
[01:35:32] 本来就是比较抽象的东西
[01:35:34] 然后是否要用你觉得现在这个人
[01:35:39] 是这样的
[01:35:40] 现在婚发这个这个我管一边还是
[01:35:43] 但是大家有点怕
[01:35:45] 如果说开上一个crm
[01:35:48] 但我觉得我现在还不知道crm
[01:35:52] 如果做副展会有哪些坑
[01:35:55] 但是我
[01:35:56] 后来觉得这种方式会让用户能够代带到说
[01:35:59] 就是我帮你选择你大品牌的机器
[01:36:04] 你直到这个产品的价值
[01:36:08] 不过现在都是个回流的东西
[01:36:11] 现在是感觉没问题
[01:36:15] 现在没问题
[01:36:17] 然后这个mary其实对他的呈现来说
[01:36:19] 对他如果在农厦会住里面
[01:36:21] 其实就是一个定期的定时的汇报
[01:36:25] 报告吗
[01:36:26] 没问题
[01:36:28] 你说这个没问题还是这个版本没问题还是
[01:36:32] 这个版本
[01:36:34] 这个另外一个版本呢
[01:36:37] 另外就现在做的这个版本
[01:36:38] 这看不出来在干啥
[01:36:41] 对然后那个mary自己印象
[01:36:44] 这个不可以
[01:36:46] 你知道吗
[01:36:48] 我的我的体感是会觉得更写信
[01:36:51] 我也觉得我觉得我肯定会更有信心
[01:36:54] 如果你要结合龙虾的概念
[01:36:56] 我倒是觉得mary这个
[01:36:58] 下车了
[01:37:00] 你不要存在
[01:37:03] 我们我们刚才一直都是有龙虾的概念
[01:37:06] 就是要完了会
[01:37:07] 如果你有代表推动
[01:37:09] 龙虾主动问你要不要完成
[01:37:10] 对我就放在你的座位上
[01:37:13] 他需要一个资料库吗
[01:37:15] 你说这
[01:37:17] 不是就是你右边的这个
[01:37:19] 我一直右边这个交互
[01:37:20] 这种形式其实是不会放到龙虾那里面
[01:37:23] 你承认
[01:37:24] 放到龙虾里面承认
[01:37:26] 对
[01:37:27] 你让他就是可能我通过crumb
[01:37:29] 就让他给我吐出来一些东西
[01:37:31] 对或者他定期可以给你找到活成果
[01:37:35] 就不做Ui嘛
[01:37:37] 就是说不做Ui了
[01:37:38] 就是做那种
[01:37:38] 就是
[01:37:39] 但是那你还得交用的方式
[01:37:42] 比如说你或者你每天
[01:37:44] 写个template
[01:37:45] 对每天都有个推送
[01:37:47] 就是就是推送
[01:37:49] 就是用推送去做这件事情
[01:37:52] 因为你想一下
[01:37:53] 就是对于你来说
[01:37:55] 看今天的那你肯定今天会给我推
[01:37:59] 就是到底是这个事情
[01:38:01] 比如发生在一周之后
[01:38:02] 你大概也记不清楚哪天了
[01:38:05] 对吧
[01:38:06] 记不清楚哪天了
[01:38:07] 但是记不清楚哪天
[01:38:10] 你肯定还是会用下下这种做事的方式去获取
[01:38:14] 所以我觉得这样的肯定都不用放出来
[01:38:17] 那我觉得可以有一个东西去算出来
[01:38:18] 就是你可以把我这样子单独拿出来
[01:38:21] 看你做活
[01:38:22] 对
[01:38:25] 就是你的维度
[01:38:26] 你的这个type就不叫manage
[01:38:28] 就是跑这样去
[01:38:29] 这里面就是有你健身
[01:38:32] 会议或者某些足够关键的项目作为你能够展开
[01:38:38] 它这里面管管理也就是你可能存在长期记忆的一个逻辑
[01:38:41] 而在这个建议里面
[01:38:44] 除了这个原始的视觉信息
[01:38:46] 你去处理到标题的点
[01:38:47] 甚至可以抽象出来更多的点
[01:38:50] 就是一个电话
[01:38:51] 来到这个点
[01:38:52] 嗯
[01:38:53] 展示他常识一些长期记录的推理层的一个电话
[01:38:58] 嗯
[01:38:59] 对
[01:39:00] 总结下来就是其实还是觉得
[01:39:03] 有一个更显性的
[01:39:06] 训练的模块
[01:39:09] 其实要能够更好地盖到
[01:39:10] 对
[01:39:11] project就是一个很好盖的到
[01:39:13] 然后people这个点其实可以做
[01:39:15] 就是看我之前是做的这块
[01:39:18] 就是社交要怎么做
[01:39:19] 社交层面的拓展
[01:39:20] 就是和你一起的在建
[01:39:22] 嗯
[01:39:25] 社交层面的我觉得就可能电脑这个场景
[01:39:28] 电脑数字世界物品可能社交的少一点
[01:39:32] 可能更多是现实生活上的社交
[01:39:34] 我觉得可能有一点点出现
[01:39:37] 一些记录出现会更多的也
[01:39:39] 嗯
[01:39:40] 嗯
[01:39:41] 嗯
[01:39:44] 或者聊天
[01:39:45] 嗯
[01:39:46] 对也也行吧
[01:39:47] 这里面就会让人会有更强烈的不安了
[01:39:52] 就是归类微信啊
[01:39:53] 或者归类什么里面
[01:39:55] 嗯
[01:39:58] 对
[01:39:58] 让我托站
[01:40:00] 对,就是我一号的工作,就是VTA,然后从工作的效率也可以去扩展成你生活的效率,生活里面的效率场景,到底建了多少山,盘了多少岩,坚持每天早睡,活什么的,这都是反效率场景,对,对,对,对,这个分析我觉得可以放到那个可以跟project里面的路线做结合,
[01:40:36] 然后这里面就是在project里面,你可以反过来去达成一个循环,就是通过你的memory的呈现,你的推理的呈现,去促进他更多的记录,促进他更多的佩戴,促进他更多的主动去做录品的贡献,
[01:40:55] 当然这个产品很多了嘛,到底是敲汇车,还是敲空格,还是什么,去做重要性的标识,我比较是习惯了,就这番肯定挺好的,但我们现在筛选的这番是什么,就是势力是吗?
[01:41:27] 不是,这就是,这是你实际的使用,哦,但是,那咋办,你把它做,这些就是属于没处理好,就是龙甲那个部分,他现在开sub-h呢,他会自己创建session,但是照理说不要你出现,对,对,这几个是废的,就是干净一点的可能是这样子,因为这两个是我自己创的,哦,对,这个能够也做好,非常好,为了清晰提取和刚刚那一批很投资的一个人的展示,作为实例,或者也其他的,
[01:42:03] 所以你觉得像刚才聊完,就是可能跨平台这种事情,他有长期的能力,你会觉得,就是他跟其他家的竞争意义,跨平台我觉得是可以的,跨平台不就龙甲这件事情,人家在搞定的事情吗?
[01:42:37] 嗯,哦,反正我的日常,我的过往工作经历,我想象不到这个场景,哦,但我能想象到的场景,其实就是开线上会议,加后面微信跟进,加线下拜访,这三个场景,在我点击销售的场景里面,它是一定能够把这三个场景留价值的,哦,然后在后续拜访完之后,再回来线上的邮件回复,就能够实现刚才那个点,嗯,对吧?
[01:43:05] 那可能像你就是在飞书的时候,你看了论购会,然后,我不知道,就是,你老后续的途径,你会说,你聊一大堆,你前提有什么想说的,有什么东西?
[01:43:20] 有这么几个,因为就是,现在飞书的会议,和飞书的文档,和飞书的聊天,它其实都是在飞书服务基础,
[01:43:27] 可是美国没有一个飞书,对,所以飞书其实是通过那个手段,
[01:43:32] 你知道,国内就是,美国没有一个,真的美国没有一个,
[01:43:35] 所有的东西,它的数据,都在不同的地方,嗯,但是国内就是,它就会有大多数的权利,
[01:43:42] 飞书的时候好用,你现在要飞书,你现在要什么?或者是在学习?
[01:43:46] 我会用飞书,海国有本,就是我们Channel,哦,刚才我的意思是,如果我一一工作,就是用飞书套住,
[01:43:56] 我还有LARP,啊,你自己也做了LARP,没什么,LARP怎么会,然后我也学会了LARP,
[01:44:02] 但是你自己在学,啊,嗯,就是,
[01:44:05] LARP没,没,没打进去,对,所以大家不会在想一个通讯,飞书不是一个即时通讯,
[01:44:16] 飞书就是办公套件,就是它其实真正厉害的,就比如我们用来好用的点,就是会议,会议掌门的,
[01:44:23] 然后在聊天里面获取到,就是飞书,飞书本账是,其实是不是就是把所有的信息都给打通了,
[01:44:30] 对,啊,就是你看我们去年,去年推出来,真的很好用飞书,就是有时候我们就经常会有,
[01:44:36] 就是很多人问你,哎,上次咱们聊那个事儿,嗯,像上次咱们聊那个事儿,到底是多少来着,
[01:44:42] 就当他发完这个消息之后,他这条消息的下面就会有一个飞书推荐结果,直接告诉他答案,
[01:44:49] 就我可以不用回答,就可以直接回答那个问题,对,他其实就是打通了会议,打通了文档记录,打通了所有个人知识,
[01:44:56] 在美国的话,就是你的即时通讯,嗯,主要是slack,你开会是zoom或者teams,然后,然后,然后,然后你邮件是outlook或者gmail,嗯,你的calendar可能就是outlook或者gmail,
[01:45:11] 然后,就是你所有的信息,它都是在不一样的地方,然后你跟,然后你跟自己内部同事呢,你可能是用的是teams,或者用的是其他的东西,对,就是,
[01:45:24] 他们自己会做的啊?
[01:45:26] 他们自己会做connect。
[01:45:28] 你看我们之前也没有人做connect。
[01:45:30] 我的意思就是,我看他会这样嘛,他会slack,飞机resume,zoom飞机reslack,对对对。
[01:45:36] 他们如果这两家公司觉得他们connect了,他们用户,他们自己会做,他们自己会做。
[01:45:43] 现在现在现在在slack里面你可以addzoom,你可以addgmail,但是这connect真的都很不流通,你看我刚刚,我刚刚跟我的一个,呃,一个一个学生,
[01:45:53] 我现在,我现在在我,我我现在在我学生身上,
[01:45:56] 我身上,我完全不怀疑,就是这AI在花时间。
[01:45:58] 我刚刚跟我,我刚刚跟我学生就是,呃,我刚刚就跟他,快速聊了5分钟,聊了10分钟,我刚刚讲的话其实不是给他听的,
[01:46:07] 是我给AI听的,我说,待会儿我给你发一个过渡document,然后这个过渡document会包含这部分,这部分。
[01:46:13] 然后,然后,然后一结束,我就马上让我的AI说帮我写一个那个visual rock的project plan,写到Google,然后给,给这个,嗯,k文章,然后,然后同时reference我以前的一些,
[01:46:27] 什么的,那他就帮我这个Google Doc写好了,同时他帮我写主要板块,一个板块是project overview,visual rock系统介绍,连接members.h,他怎么知道我是members.h,对吧?
[01:46:38] 然后第三个,就是three research questions,然后多曼泰检索和重温本,最优embedding策略,agentic合理分解,
[01:46:44] 然后technical architecture,video ingestion,到multi-model embedding,RAG到UI等等。
[01:46:49] 然后最后,然后最后他说,呃,十个key references,包括你自己的eSmart2024文章,文章,他怎么知道我有这么多,
[01:46:56] 他怎么会知道reference我的作品呢?就是我这所有的context全部放在一块,嗯,这个我就觉得很牛逼嘛,就是,嗯。
[01:47:07] 其实在产品上是不太好做的。对,所以就是确实不好好做。因为产品还是希望做一个,不要太个性化太强的东西,
[01:47:17] 不然我们怎么知道能给用户带来什么样的价值呢?肯定是大家都在这个点上有,有够多的选择,而不是说,就是。
[01:47:26] 就是产品要去吧。
[01:47:27] 关键就是,还是你这个,这个产品有多过期。对。
[01:47:32] 想起来,但其实,就我刚才说了,我们虽然能解决,人,微信会聊,我们可能会聊啊,但我其实就不会把很多事情。
[01:47:44] 啊。
[01:47:45] 我微信我就,就是聊的生活,我跟同样的人聊,我可能,我跟这个同事,我就飞出和微信一起跟他聊。
[01:47:51] 我可能就会分裂,我飞出就会跟他聊,通过关键,微信就会跟他约。
[01:47:56] 我们一起出去玩。嗯。
[01:47:58] 对,这个就是个人的区别,我也不需要你做complex打。对。
[01:48:01] 那有一些人选后,有一些产品,他就需要做complex打,这个是我们的,嗯。
[01:48:08] 就得找内部的用户。
[01:48:10] 所以我觉得是不是核心产品,其实就还是我要回来的。嗯。
[01:48:13] 会计会出会后。
[01:48:15] 我让你会议啊。对。
[01:48:17] 因为你一定,一定,我AI做。
[01:48:20] 你那个AI,那你就让AI做。
[01:48:22] 因为其实我们切的不是会议,而切的是会议之外的东西。
[01:48:28] 会议加会议之外的东西。
[01:48:30] 如果这会议没有后面更新办法,或者什么其他的东西。
[01:48:34] 那这,这就不是我们的核心。也切不了。
[01:48:37] 我们会议上,像转读那些东西,甚至UI都可以,都可以不做。
[01:48:42] 对,我觉得就是大家想一下你的slogan是什么。
[01:48:45] XXX,专业的会议录制软件。
[01:48:48] XXX,专业的会议的记忆存储管理软件。
[01:48:52] XXX,你整套什么什么的解决方案。
[01:48:55] XXX,什么什么什么。
[01:48:57] 其实更偏整体的解决方案,那一部分。
[01:49:00] 就是它能够去实现你多个组件之间的一个连接。
[01:49:10] 对。
[01:49:13] XXX,会议前。
[01:49:16] 比如会前,会中,会后。
[01:49:20] 我们定的那个。
[01:49:22] 或者你就哪怕我们叫专业的会议执行人。
[01:49:27] 也行。
[01:49:29] 会前,会后,会后,我觉得如果要的话,肯定是会中,会后。
[01:49:33] 对。
[01:49:34] 嗯。
[01:49:35] 就是执行一点就是会上,可能触发邮件,
[01:49:38] 可能触发什么其他的沟通,
[01:49:40] 或者可能触发其他的录制线,
[01:49:42] 就做好这一个。
[01:49:44] 嗯。
[01:49:45] 会前,会后。
[01:49:46] 对。
[01:49:47] 至于做好这个要不要记录,那肯定要记录,
[01:49:49] 你也不用强调这个。
[01:49:54] 那其实我们现在记录里面的XXX展示呢,
[01:49:56] 我觉得XXX也都记录了。
[01:50:03] 是重要的时候就把邮件发了
[01:50:05] 对对对
[01:50:05] 可能是
[01:50:12] 然后那个项目维度也可以做一个那个
[01:50:14] 想啊
[01:50:18] 因为会议一般比如你们的会议口
[01:50:20] 可能就比较早
[01:50:21] 关键项目是像你们可能得开会得快
[01:50:23] 十几次啊
[01:50:26] 我这里面能够延伸出来一些新的
[01:50:28] 变化
[01:50:28] 就
[01:50:29] 对我觉得应该像伯长那样
[01:50:31] 如果要营养感
[01:50:32] 没什么情况的话
[01:50:33] 我觉得你视频点进去
[01:50:34] 不如我给你展示一个这个视频之后
[01:50:36] 给你发送
[01:50:37] 嗯嗯对
[01:50:38] 他会讲这个视频一定要给说什么话
[01:50:41] 对对对对
[01:50:43] 所以这门产品设计很重要
[01:50:44] 我看嗯
[01:50:47] 有可做的成绩
[01:50:48] 我对你们做太多了
[01:50:49] 但你一定要和我可惜要
[01:50:53] 你现在要扣顶
[01:50:54] 要扣顶加工的也快
[01:50:56] 那算你
[01:50:58] 人就是现在加工的快
[01:50:59] 但是现在就是你要复刻的加加哪些功能
[01:51:03] 做哪些功能
[01:51:04] 做的啥功能如何
[01:51:05] 我觉得就是
[01:51:07] 找最少的最高的这个点
[01:51:09] 在那个点上
[01:51:10] 也是我们是一开始找过很多重大的点
[01:51:13] 运行计划
[01:51:14] 对
[01:51:16] 比如会想过就多看
[01:51:17] 嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯嗯
[01:51:21] 嗯
[01:51:24] 因为货货
[01:51:24] 呃
[01:51:26] 合约
[01:51:27] 比习惯的使用方式
[01:51:29] 对
[01:51:29] 而且有可能价值是最大的
[01:51:31] 嗯
[01:51:31] 二来最高的
[01:51:35] 那其他的东西你就让用户自己去看
[01:51:37] 是不是
[01:51:37] 好
[01:51:38] 对
[01:51:48] 那现在上面的制作品是吧
[01:51:50] 嗯
[01:51:52] 那还没有开始入
[01:51:54] 一步呢
[01:51:54] 最上一步
[01:51:56] 哦
[01:51:56] 是
[01:51:56] 嗯
